N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1044,삼성 코스피 200 ETN,"9,930",95,-0.95%,0,496,"5,000",0.00,"22,077",N/A,N/A,
1045,태양금속,"1,350",25,-1.82%,500,495,"36,700",4.47,"105,053",-3.18,-11.40,
1046,동양고속,"17,100",250,-1.44%,"5,000",495,"2,896",0.52,"2,318",-2.70,-13.74,
1047,삼성 인버스 2X WTI원유 선물 ETN,330,5,+1.54%,0,495,"150,000",0.03,"6,523,493",N/A,N/A,
1048,TIGER KIS부동산인프라채권TR,"5,750",20,-0.35%,0,492,"8,550",0.00,"2,044",N/A,N/A,
1049,삼성 미국 대형 성장주 ETN,"24,550",515,-2.05%,0,491,"2,000",0.00,110,N/A,N/A,
1050,두산퓨얼셀2우B,"16,400",250,-1.50%,100,490,"2,986",0.17,"2,814",328.00,N/A,
1051,TIGER Fn반도체TOP10,"9,955",195,-1.92%,0,488,"4,900",0.15,"521,090",N/A,N/A,
1052,삼성 코스닥 150 ETN,"9,720",200,-2.02%,0,486,"5,000",0.00,"66,194",N/A,N/A,
1053,삼성 레버리지 China A50 선물 ETN(H),"48,555",315,-0.64%,0,486,"1,000",0.00,"2,020",N/A,N/A,
1054,KODEX 200ESG,"14,180",120,-0.84%,0,482,"3,400",0.01,"1,953",N/A,N/A,
1055,KINDEX 인도네시아MSCI(합성),"9,415",25,+0.27%,0,480,"5,100",0.02,"15,434",N/A,N/A,
1056,세우글로벌,"1,660",70,-4.05%,500,476,"28,705",8.12,"292,111",-36.09,2.44,
1057,삼성 미국 대형 성장주 ETN(H),"23,565",430,-1.79%,0,471,"2,000",0.00,27,N/A,N/A,
1058,SK디스커버리우,"34,600",750,-2.12%,"5,000",470,"1,358",1.15,"3,082",3.59,N/A,
1059,HANARO 200선물레버리지,"25,150",445,-1.74%,0,465,"1,850",0.08,446,N/A,N/A,
1060,에이엔피,"2,080",15,-0.72%,500,465,"22,336",0.00,"118,065",-1.99,-50.96,
1061,TBH글로벌,"2,225",15,-0.67%,500,464,"20,857",4.51,"43,847",-5.27,-33.15,
1062,유화증권우,"2,640",10,-0.38%,"1,000",461,"17,476",0.00,"1,790",23.36,N/A,
1063,태원물산,"6,020",420,-6.52%,500,458,"7,600",2.86,"131,404",547.27,-0.08,
1064,KODEX 미국나스닥100레버리지(합성 H),"9,140",165,-1.77%,0,457,"5,000",0.00,"350,522",N/A,N/A,
1065,바다로19호,"2,985",5,+0.17%,"5,000",454,"15,200",0.55,"38,914",6.75,-6.51,
1066,KODEX 바이오,"11,810",95,-0.80%,0,454,"3,840",1.08,"145,613",N/A,N/A,
1067,이화산업,"16,150",200,+1.25%,"5,000",452,"2,800",0.25,"6,349",0.97,-2.65,
1068,SOL 글로벌탄소배출권선물IHS(합성),"12,895",130,-1.00%,0,451,"3,500",0.07,"65,719",N/A,N/A,
1069,동원수산,"9,660",130,+1.36%,"5,000",450,"4,654",5.68,"56,643",-27.92,-6.53,
1070,신한 레버리지 S&P500 선물 ETN,"22,440",270,-1.19%,0,449,"2,000",0.00,916,N/A,N/A,
1071,KODEX 차이나H레버리지(H),"4,040",90,+2.28%,0,448,"11,100",0.00,"248,701",N/A,N/A,
1072,롯데지주우,"45,400",900,-1.94%,200,448,988,0.59,161,23.66,N/A,
1073,성안,787,0,0.00%,500,447,"56,858",0.10,0,-3.23,-36.36,
1074,TIGER 화장품,"2,680",115,-4.11%,0,446,"16,650",0.08,"477,014",N/A,N/A,
1075,세기상사,"10,900",300,+2.83%,500,444,"4,076",2.16,"31,947",-24.49,-7.13,
1076,솔루스첨단소재2우B,"26,850",150,-0.56%,100,442,"1,646",0.12,"1,092",-105.71,N/A,
1077,TRUE 인버스 2X 나스닥 100 ETN,"1,465",15,+1.03%,0,440,"30,000",0.00,"468,163",N/A,N/A,
1078,동원금속,940,5,+0.53%,500,439,"46,755",2.37,"54,049",34.81,-55.39,
1079,원림,"19,050",250,+1.33%,"5,000",438,"2,298",1.43,"1,587",42.15,16.31,
1080,KODEX KRX300,"18,155",165,-0.90%,0,436,"2,400",0.00,"10,494",N/A,N/A,
1081,하이골드3호,"2,670",0,0.00%,"5,000",431,"16,150",0.30,"52,421",-21.36,-30.21,
1082,ARIRANG 미국S&P500(H),"19,485",110,-0.56%,0,429,"2,200",0.00,"12,226",N/A,N/A,
1083,삼화전자,"4,090",145,-3.42%,"1,000",428,"10,458",7.03,"64,423",-15.67,-19.35,
1084,한화솔루션우,"38,050","1,150",+3.12%,"5,000",428,"1,124",0.86,"14,251",9.72,N/A,
1085,BYC우,"197,500",500,-0.25%,"5,000",425,215,0.07,58,6.76,N/A,
1086,일정실업,"35,250","1,300",-3.56%,"5,000",423,"1,200",0.80,"12,435",-4.06,-15.33,
1087,TRUE 코스피 양매도 3% OTM ETN,"8,455",50,-0.59%,0,423,"5,000",0.00,"1,415",N/A,N/A,
1088,KBSTAR 국채선물5년추종인버스,"51,325",5,+0.01%,0,416,810,0.00,161,N/A,N/A,
1089,KODEX 미디어&엔터테인먼트,"21,870",335,-1.51%,0,416,"1,900",0.00,"16,241",N/A,N/A,
1090,한솔PNS,"1,995",25,+1.27%,500,409,"20,493",5.14,"119,116",23.75,6.97,
1091,TIGER 미국나스닥바이오,"19,560",240,-1.21%,0,403,"2,060",0.00,"13,065",N/A,N/A,
1092,대한항공우,"36,200",400,-1.09%,"5,000",402,"1,111",1.81,"1,863",17.00,N/A,
1093,한성기업,"6,460",10,-0.15%,"5,000",401,"6,210",0.89,"22,023",33.13,4.52,
1094,삼성 레버리지 은 선물 ETN(H),"13,360",240,+1.83%,0,401,"3,000",0.00,"11,658",N/A,N/A,
1095,녹십자홀딩스2우,"47,350",250,-0.53%,500,401,846,0.07,813,14.91,N/A,
1096,QV 코스피 200 ETN,"39,925",0,0.00%,0,399,"1,000",0.00,2,N/A,N/A,
1097,체시스,"1,245",5,-0.40%,500,398,"32,000",0.62,"161,014",-31.92,-8.25,
1098,미래에셋 중국 심천 100 ETN,"19,905",135,-0.67%,0,398,"2,000",0.00,5,N/A,N/A,
1099,KINDEX KIS종합채권(AA-이상)액티브,"97,250",0,0.00%,0,395,406,0.00,0,N/A,N/A,
1100,부산주공,596,5,-0.83%,500,393,"65,974",1.35,"237,553",-4.55,-47.39,
1101,KODEX 미국S&P고배당커버드콜(합성 H),"10,505",5,+0.05%,0,389,"3,700",0.00,"28,468",N/A,N/A,
1102,TIGER 200IT레버리지,"57,380","2,045",-3.44%,0,387,675,0.00,"14,362",N/A,N/A,
1103,TIGER KRX기후변화솔루션,"9,990",125,-1.24%,0,385,"3,850",0.02,"6,651",N/A,N/A,
1104,하이트론,"4,000",155,-3.73%,"2,500",384,"9,611",0.48,"39,609",-1.05,-136.89,
1105,신한 레버리지 다우존스지수 선물 ETN(H),"38,375",205,-0.53%,0,384,"1,000",0.00,469,N/A,N/A,
1106,신한 구리 선물 ETN(H),"19,185",105,+0.55%,0,384,"2,000",0.00,12,N/A,N/A,
1107,KODEX KRX기후변화솔루션,"9,960",120,-1.19%,0,378,"3,800",0.00,"1,663",N/A,N/A,
1108,신한 S&P500 VIX S/T 선물 ETN C,"7,555",215,-2.77%,0,378,"5,000",0.00,"265,368",N/A,N/A,
1109,진도,"3,030",45,+1.51%,500,377,"12,448",2.41,"133,111",-67.33,-1.84,
1110,KODEX 탄소효율그린뉴딜,"9,655",50,-0.52%,0,377,"3,900",0.00,"7,164",N/A,N/A,
1111,센트럴인사이트,"2,490",0,0.00%,500,375,"15,060",1.93,0,-3.65,-53.41,
1112,TIGER 레버리지,"21,950",335,-1.50%,0,373,"1,700",0.00,"73,185",N/A,N/A,
1113,KOSEF 미국달러선물레버리지,"9,820",35,-0.36%,0,372,"3,790",0.00,"13,397",N/A,N/A,
1114,모두투어리츠,"4,755",45,+0.96%,"5,000",372,"7,827",0.76,"30,343",29.91,2.72,
1115,QV 레버리지 WTI원유 선물 ETN(H),925,35,-3.65%,0,370,"40,000",0.00,"81,639",N/A,N/A,
1116,삼성 미국 대형 가치주 ETN,"18,205",190,+1.05%,0,364,"2,000",0.00,90,N/A,N/A,
1117,KODEX 고배당,"10,325",75,+0.73%,0,361,"3,500",0.00,"31,268",N/A,N/A,
1118,HANARO Fn전기&수소차,"9,630",210,-2.13%,0,361,"3,750",0.34,"55,251",N/A,N/A,
1119,에이리츠,"8,500",260,-2.97%,"5,000",358,"4,217",0.90,"23,713",9.09,19.50,
1120,SHD,"29,400",250,-0.84%,"5,000",357,"1,215",1.88,"7,392",9.53,1.42,
1121,미래에셋 원자재 선물 ETN(H),"11,895",80,+0.68%,0,357,"3,000",0.00,"3,372",N/A,N/A,
1122,KBSTAR 미국S&P원유생산기업(합성 H),"4,725",25,-0.53%,0,354,"7,500",3.18,"173,083",N/A,N/A,
1123,KBSTAR 내수주플러스,"9,495",230,-2.37%,0,353,"3,720",0.00,410,N/A,N/A,
1124,삼성 China A50 선물 ETN(H),"17,625",15,+0.09%,0,352,"2,000",0.00,1,N/A,N/A,
1125,KOSEF 미국달러선물,"12,565",30,-0.24%,0,352,"2,800",0.07,"11,682",N/A,N/A,
1126,KODEX IT,"20,660",385,-1.83%,0,351,"1,700",0.00,"5,571",N/A,N/A,
1127,미래에셋 K200 Auto-KO-P 2206-01 ETN,"11,625",240,+2.11%,0,349,"3,000",0.00,"273,891",N/A,N/A,
1128,삼성 미국 대형 가치주 ETN(H),"17,405",225,+1.31%,0,348,"2,000",0.00,10,N/A,N/A,
1129,코아스,"1,115",0,0.00%,500,345,"30,907",3.58,"120,254",-21.44,-6.81,
1130,HANARO 코스닥150,"13,880",345,-2.43%,0,344,"2,480",0.49,169,N/A,N/A,
1131,KINDEX 삼성그룹섹터가중,"16,130",130,-0.80%,0,339,"2,100",0.00,"1,625",N/A,N/A,
1132,KBSTAR 200선물인버스2X,"2,235",35,+1.59%,0,333,"14,900",5.55,"281,192",N/A,N/A,
1133,KOSEF 국고채3년,"110,525",55,-0.05%,0,332,300,0.00,"5,042",N/A,N/A,
1134,네비게이터 친환경자동차밸류체인액티브,"10,695",270,-2.46%,0,332,"3,100",0.00,"2,009",N/A,N/A,
1135,신한 레버리지 금 선물 ETN,"16,560",5,+0.03%,0,331,"2,000",0.00,"1,224",N/A,N/A,
1136,남양유업우,"198,500",0,0.00%,"5,000",331,167,65.61,344,-2.93,N/A,
1137,신한 인버스 2X WTI원유 선물 ETN(H),330,10,+3.13%,0,330,"100,000",0.00,"7,007,512",N/A,N/A,
1138,KODEX 코스피TR,"13,725",155,-1.12%,0,329,"2,400",0.00,211,N/A,N/A,
1139,KODEX 배당성장,"15,600",45,-0.29%,0,328,"2,100",0.27,"5,513",N/A,N/A,
1140,ARIRANG 미국나스닥테크,"25,180",530,-2.06%,0,327,"1,300",0.00,"8,799",N/A,N/A,
1141,KBSTAR 국고채3년선물인버스,"101,260",10,-0.01%,0,322,318,0.00,67,N/A,N/A,
1142,네비게이터 ESG액티브,"9,180",60,-0.65%,0,321,"3,500",0.00,874,N/A,N/A,
1143,KODEX 코스피대형주,"13,855",165,-1.18%,0,319,"2,300",0.00,709,N/A,N/A,
1144,미래에셋 에너지화학 Core5 ETN,"15,885",455,+2.95%,0,318,"2,000",0.00,4,N/A,N/A,
1145,KODEX 차이나A50,"22,605",25,+0.11%,0,316,"1,400",0.00,"5,201",N/A,N/A,
1146,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"10,530",15,-0.14%,0,316,"3,000",0.00,"3,824",N/A,N/A,
1147,KBSTAR 글로벌4차산업IT(합성 H),"24,255",245,-1.00%,0,315,"1,300",0.00,"2,757",N/A,N/A,
1148,QV S&P500 버퍼10% 9월 ETN,"10,375",0,0.00%,0,311,"3,000",0.00,0,N/A,N/A,
1149,KODEX 미국나스닥100선물인버스(H),"10,370",95,+0.92%,0,311,"3,000",2.81,"479,321",N/A,N/A,
1150,LX하우시스우,"30,100",100,-0.33%,"5,000",311,"1,032",12.49,"1,903",-2.61,N/A,
1151,TIGER 200 헬스케어,"20,925",45,-0.21%,0,310,"1,480",4.93,"3,548",N/A,N/A,
1152,대덕전자1우,"14,400",100,-0.69%,500,302,"2,096",0.87,"8,375",22.97,N/A,
1153,TIGER 인도니프티50레버리지(합성),"27,345",515,+1.92%,0,301,"1,100",0.00,"12,973",N/A,N/A,
1154,코리아써우,"10,100",100,+1.00%,500,299,"2,965",0.53,"32,875",10.92,N/A,
1155,삼성 레버리지 나스닥 100 ETN(H),"14,900",270,-1.78%,0,298,"2,000",0.00,"22,588",N/A,N/A,
1156,TIGER 골드선물(H),"12,925",25,+0.19%,0,297,"2,300",0.00,"18,501",N/A,N/A,
1157,삼성 레버리지 금 선물 ETN(H),"29,580",80,+0.27%,0,296,"1,000",0.00,980,N/A,N/A,
1158,미래에셋 미디어엔터 Core5 ETN,"14,740",185,-1.24%,0,295,"2,000",0.00,1,N/A,N/A,
1159,KODEX 200미국채혼합,"13,135",90,-0.68%,0,294,"2,240",0.00,"14,454",N/A,N/A,
1160,TIGER 차이나반도체FACTSET,"8,915",140,-1.55%,0,292,"3,280",1.64,"20,066",N/A,N/A,
1161,TIGER 농산물선물Enhanced(H),"6,775",50,+0.74%,0,291,"4,300",0.04,"17,503",N/A,N/A,
1162,KODEX 에너지화학,"18,885",190,-1.00%,0,291,"1,540",0.01,"23,214",N/A,N/A,
1163,TIMEFOLIO BBIG액티브,"10,360",105,-1.00%,0,290,"2,800",0.04,"6,302",N/A,N/A,
1164,티와이홀딩스우,"23,100",200,-0.86%,500,290,"1,255",0.43,"1,757",1.99,N/A,
1165,ARIRANG 미국다우존스고배당주(합성 H),"16,640",130,+0.79%,0,288,"1,730",0.00,"49,603",N/A,N/A,
1166,ARIRANG 미국장기우량회사채,"102,800",750,-0.72%,0,288,280,0.00,960,N/A,N/A,
1167,KINDEX 미국다우존스리츠(합성 H),"101,940",435,-0.42%,0,285,280,0.00,340,N/A,N/A,
1168,KODEX 미국러셀2000(H),"14,200",200,-1.39%,0,284,"2,000",0.02,"4,499",N/A,N/A,
1169,ARIRANG 우량회사채50 1년,"108,680",10,-0.01%,0,283,260,0.11,"1,186",N/A,N/A,
1170,삼성 인버스 2X 나스닥 100 ETN(H),"5,640",85,+1.53%,0,282,"5,000",0.00,"90,404",N/A,N/A,
1171,KBSTAR 중장기국공채액티브,"102,005",155,+0.15%,0,281,275,0.00,11,N/A,N/A,
1172,KBSTAR 비메모리반도체액티브,"10,860",190,-1.72%,0,274,"2,520",1.19,"29,925",N/A,N/A,
1173,TIGER 200 금융,"7,315",180,+2.52%,0,274,"3,740",0.25,"107,363",N/A,N/A,
1174,에셋플러스 글로벌플랫폼액티브,"8,540",95,-1.10%,0,273,"3,200",0.00,"38,027",N/A,N/A,
1175,신한 금 선물 ETN(H),"13,585",15,+0.11%,0,272,"2,000",0.00,436,N/A,N/A,
1176,NPC우,"5,090",140,+2.83%,500,269,"5,280",1.98,"844,956",8.64,N/A,
1177,SOL 200 Top10,"9,530",120,-1.24%,0,267,"2,800",0.00,"41,146",N/A,N/A,
1178,KB 레버리지 항셍테크 선물 ETN(H),"4,440",165,+3.86%,0,266,"6,000",0.00,"179,113",N/A,N/A,
1179,세방우,"7,200",140,-1.91%,500,266,"3,689",10.64,"3,094",3.35,N/A,
1180,KODEX 미국S&P에너지(합성),"8,615",65,+0.76%,0,262,"3,044",4.99,"76,880",N/A,N/A,
1181,KINDEX S&P아시아TOP50,"14,480",85,+0.59%,0,261,"1,800",0.00,"1,026",N/A,N/A,
1182,파워 200,"40,060",290,-0.72%,0,260,650,0.00,48,N/A,N/A,
1183,덕성우,"18,650",900,+5.07%,500,260,"1,392",0.34,"178,168",72.85,N/A,
1184,신한 K200 USD 선물 바이셀 ETN,"12,935",0,0.00%,0,259,"2,000",0.00,0,N/A,N/A,
1185,KODEX 헬스케어,"15,130",85,-0.56%,0,257,"1,700",0.08,"56,068",N/A,N/A,
1186,TRUE 인버스 2X 천연가스 선물 ETN(H),"5,100",845,-14.21%,0,255,"5,000",0.00,"346,651",N/A,N/A,
1187,KODEX 미국채울트라30년선물(H),"12,080",120,-0.98%,0,254,"2,100",0.00,"17,746",N/A,N/A,
1188,KOSEF 200선물레버리지,"20,690",345,-1.64%,0,250,"1,210",0.00,"3,953",N/A,N/A,
1189,TIGER 구리실물,"10,550",50,+0.48%,0,248,"2,350",0.00,"5,259",N/A,N/A,
1190,TIGER 코스닥150선물인버스,"4,485",95,+2.16%,0,247,"5,500",1.26,"766,618",N/A,N/A,
1191,미래에셋 인버스 2X 은 선물 ETN,"24,635",0,0.00%,0,246,"1,000",0.00,0,N/A,N/A,
1192,TRUE 인버스 2X 은 선물 ETN,"24,405",0,0.00%,0,244,"1,000",0.00,0,N/A,N/A,
1193,삼성 KRX 금현물 ETN,"12,190",40,-0.33%,0,244,"2,000",0.00,500,N/A,N/A,
1194,하나 레버리지 콩 선물 ETN(H),"24,325",630,+2.66%,0,243,"1,000",0.00,11,N/A,N/A,
1195,TIGER S&P글로벌헬스케어(합성),"18,700",110,-0.58%,0,243,"1,300",0.00,"4,246",N/A,N/A,
1196,신한 은 선물 ETN(H),"12,145",110,+0.91%,0,243,"2,000",0.00,585,N/A,N/A,
1197,신한 레버리지 미국달러 선물 ETN,"12,060",65,-0.54%,0,241,"2,000",0.00,"2,043",N/A,N/A,
1198,KOSEF 미국달러선물인버스2X,"7,580",30,+0.40%,0,241,"3,180",0.00,"1,144",N/A,N/A,
1199,KODEX TRF5050,"12,650",20,-0.16%,0,240,"1,900",0.01,"3,494",N/A,N/A,
1200,SOL 미국S&P500ESG,"10,900",95,-0.86%,0,240,"2,200",0.05,"10,590",N/A,N/A,
1201,KODEX Fn시스템반도체,"9,985",195,-1.92%,0,240,"2,400",0.02,"261,544",N/A,N/A,
1202,TIGER AI코리아그로스액티브,"13,280",60,-0.45%,0,239,"1,800",0.00,292,N/A,N/A,
1203,삼성중공우,"208,000","3,000",-1.42%,"1,000",239,115,2.36,460,-84.76,N/A,
1204,TIGER KRX게임K-뉴딜,"11,090",130,-1.16%,0,238,"2,150",0.21,"118,405",N/A,N/A,
1205,QV 인버스 레버리지 은 선물 ETN(H),"23,700",0,0.00%,0,237,"1,000",0.00,0,N/A,N/A,
1206,HANARO Fn K-게임,"9,105",115,-1.25%,0,237,"2,600",0.00,"13,912",N/A,N/A,
1207,HANARO 고배당,"11,535",110,+0.96%,0,236,"2,050",0.03,"10,854",N/A,N/A,
1208,TIGER KRX300,"18,150",85,-0.47%,0,236,"1,300",0.00,15,N/A,N/A,
1209,KODEX TRF7030,"13,865",90,-0.64%,0,236,"1,700",0.00,"10,528",N/A,N/A,
1210,네비게이터 글로벌메타버스테크액티브,"9,750",125,-1.27%,0,234,"2,400",0.00,"167,311",N/A,N/A,
1211,KBSTAR 국고채3년,"111,095",5,0.00%,0,233,210,0.00,458,N/A,N/A,
1212,ARIRANG 미국단기우량회사채,"101,315",5,0.00%,0,233,230,0.00,184,N/A,N/A,
1213,신한 콩 선물 ETN(H),"11,635",170,+1.48%,0,233,"2,000",0.00,260,N/A,N/A,
1214,TIGER 차이나CSI300인버스(합성),"7,265",5,-0.07%,0,232,"3,200",0.00,"42,464",N/A,N/A,
1215,대상우,"16,950",0,0.00%,"1,000",232,"1,370",3.81,"1,440",6.56,N/A,
1216,베트남개발1,168,2,-1.18%,0,231,"137,680",0.11,"231,259",N/A,N/A,
1217,KBSTAR 200선물레버리지,"20,955",375,-1.76%,0,230,"1,100",2.49,"3,896",N/A,N/A,
1218,메리츠 인버스 2X 은 선물 ETN(H),"23,015",720,-3.03%,0,230,"1,000",0.00,2,N/A,N/A,
1219,넥센타이어1우B,"3,520",10,-0.28%,500,229,"6,500",6.19,"30,743",13.64,N/A,
1220,QV 미국 IT TOP5 ETN(H),"32,675",25,+0.08%,0,229,700,0.00,446,N/A,N/A,
1221,LX홀딩스1우,"15,550",50,+0.32%,"1,000",228,"1,465",4.09,"7,248",N/A,N/A,
1222,KODEX 국채선물10년인버스,"48,680",30,+0.06%,0,228,468,0.00,260,N/A,N/A,
1223,신한 레버리지 구리 선물 ETN,"22,625",215,+0.96%,0,226,"1,000",0.00,869,N/A,N/A,
1224,HANARO Fn K-POP&미디어,"9,625",190,-1.94%,0,226,"2,350",0.04,"20,415",N/A,N/A,
1225,미래에셋 원유선물혼합 ETN(H),"22,595",305,-1.33%,0,226,"1,000",0.00,54,N/A,N/A,
1226,TIGER 코스피고배당,"16,025",175,+1.10%,0,226,"1,410",0.13,"7,594",N/A,N/A,
1227,삼성 코스피 풋매도 4% OTM ETN,"11,260",0,0.00%,0,225,"2,000",0.00,0,N/A,N/A,
1228,대신 2X 아연선물 ETN(H),"11,235",175,-1.53%,0,225,"2,000",0.00,285,N/A,N/A,
1229,TRUE 레버리지 베트남 VN30 선물 ETN(H),"22,405",135,-0.60%,0,224,"1,000",0.00,9,N/A,N/A,
1230,코오롱우,"20,800",550,-2.58%,"5,000",224,"1,076",7.32,"5,557",1.55,N/A,
1231,TIGER Fn신재생에너지,"9,400",85,-0.90%,0,221,"2,350",0.04,"12,124",N/A,N/A,
1232,TIMEFOLIO 탄소중립액티브,"9,530",145,-1.50%,0,219,"2,300",0.02,214,N/A,N/A,
1233,QV iSelect 글로벌 EMP ETN(H),"10,945",20,-0.18%,0,219,"2,000",0.00,1,N/A,N/A,
1234,신한 다우존스지수 선물 ETN(H),"21,740",45,-0.21%,0,217,"1,000",0.00,11,N/A,N/A,
1235,KODEX 배당성장채권혼합,"12,055",30,+0.25%,0,217,"1,800",0.00,"2,955",N/A,N/A,
1236,미래에셋 레버리지 옥수수 선물 ETN,"21,585",105,+0.49%,0,216,"1,000",0.00,2,N/A,N/A,
1237,KINDEX 골드선물 레버리지(합성 H),"16,600",25,-0.15%,0,216,"1,300",0.00,"3,586",N/A,N/A,
1238,미래에셋 KRX금 Auto-KO-C(참200) 2210 ETN,"10,775",20,-0.19%,0,216,"2,000",0.00,13,N/A,N/A,
1239,TIGER 삼성그룹펀더멘털,"11,835",40,-0.34%,0,215,"1,820",0.04,"6,275",N/A,N/A,
1240,신한 FnGuide 메타버스 ETN,"10,720",205,-1.88%,0,214,"2,000",0.00,"22,886",N/A,N/A,
1241,하이트진로2우B,"18,900",150,-0.79%,"5,000",214,"1,130",3.00,462,25.75,N/A,
1242,하나 레버리지 옥수수 선물 ETN(H),"21,265",250,+1.19%,0,213,"1,000",0.00,1,N/A,N/A,
1243,TIGER K게임,"17,005",205,-1.19%,0,213,"1,250",0.24,"46,768",N/A,N/A,
1244,메리츠 레버리지 대표 농산물 선물 ETN(H),"21,100",410,+1.98%,0,211,"1,000",0.00,5,N/A,N/A,
1245,메리츠 미국레버리지 인플레이션국채ETN(H),"10,525",105,-0.99%,0,210,"2,000",0.00,"1,191",N/A,N/A,
1246,미래에셋 Q150 Core5 ETN,"10,425",100,-0.95%,0,208,"2,000",0.00,3,N/A,N/A,
1247,KODEX 글로벌4차산업로보틱스(합성),"19,140",275,-1.42%,0,206,"1,078",0.60,"6,961",N/A,N/A,
1248,KODEX 국채선물10년,"67,405",55,-0.08%,0,206,306,0.00,"1,089",N/A,N/A,
1249,미래에셋 K200 Auto-KO-P 2212-01 ETN,"10,305",155,+1.53%,0,206,"2,000",0.00,"8,862",N/A,N/A,
1250,TRUE 인버스 2X 금 선물 ETN,"20,600",155,-0.75%,0,206,"1,000",0.00,5,N/A,N/A,
1251,메리츠 미국 인플레이션 국채 ETN(H),"10,290",55,-0.53%,0,206,"2,000",0.00,"1,422",N/A,N/A,
1252,신한 브렌트원유 선물 ETN(H),"10,255",60,-0.58%,0,205,"2,000",0.00,91,N/A,N/A,
1253,삼양홀딩스우,"67,200",300,-0.44%,"5,000",204,304,0.27,60,2.28,N/A,
1254,TRUE 레버리지 금 선물 ETN,"20,330",0,0.00%,0,203,"1,000",0.00,0,N/A,N/A,
1255,TIGER 배당성장,"19,310",10,+0.05%,0,203,"1,050",0.00,806,N/A,N/A,
1256,메리츠 레버리지 인플레이션 국채 ETN,"10,135",40,-0.39%,0,203,"2,000",0.00,"1,334",N/A,N/A,
1257,메리츠 인플레이션 국채 ETN,"10,090",35,-0.35%,0,202,"2,000",0.00,603,N/A,N/A,
1258,메리츠 인버스 2X 금 선물 ETN(H),"20,150",55,-0.27%,0,202,"1,000",0.00,7,N/A,N/A,
1259,미래에셋 인버스 코스닥150 선물 ETN,"10,060",190,+1.93%,0,201,"2,000",0.00,"2,461",N/A,N/A,
1260,TRUE 레버리지 구리 선물 ETN,"20,120",0,0.00%,0,201,"1,000",0.00,0,N/A,N/A,
1261,유유제약1우,"8,860",140,-1.56%,"1,000",201,"2,267",0.49,"10,313",-170.38,N/A,
1262,삼성 레버리지 구리 선물 ETN(H),"20,070",225,+1.13%,0,201,"1,000",0.00,"1,137",N/A,N/A,
1263,미래에셋 코스피200 선물 ETN,"10,035",105,-1.04%,0,201,"2,000",0.00,102,N/A,N/A,
1264,신한 인버스 코스닥 150 선물 ETN,"10,025",175,+1.78%,0,200,"2,000",0.00,"2,534",N/A,N/A,
1265,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,"9,985",365,+3.79%,0,200,"2,000",0.00,"8,943",N/A,N/A,
1266,KODEX 다우존스미국리츠(H),"15,310",190,-1.23%,0,199,"1,300",0.00,"6,494",N/A,N/A,
1267,미래에셋 인버스 코스피200 선물 ETN,"9,940",100,+1.02%,0,199,"2,000",0.00,"2,638",N/A,N/A,
1268,신한 코스피 200 ETN,"9,930",90,-0.90%,0,199,"2,000",0.00,"7,879",N/A,N/A,
1269,신한 인버스 코스피 200 선물 ETN,"9,925",25,+0.25%,0,198,"2,000",0.00,"2,624",N/A,N/A,
1270,KODEX 미국달러선물레버리지,"10,325",40,-0.39%,0,198,"1,920",0.00,"48,264",N/A,N/A,
1271,TRUE 인버스 2X 구리 선물 ETN,"19,800",305,-1.52%,0,198,"1,000",0.00,10,N/A,N/A,
1272,QV 인버스 레버리지 금 선물 ETN(H),"19,765",0,0.00%,0,198,"1,000",0.00,0,N/A,N/A,
1273,신한 옥수수 선물 ETN(H),"9,875",20,+0.20%,0,198,"2,000",0.00,942,N/A,N/A,
1274,TIGER MSCI KOREA ESG리더스,"10,780",170,-1.55%,0,197,"1,830",0.03,555,N/A,N/A,
1275,KINDEX 코스닥150,"14,090",150,-1.05%,0,197,"1,400",0.00,459,N/A,N/A,
1276,QV 레버리지 구리 선물 ETN(H),"19,675",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1277,미래에셋 코스닥150 선물 ETN,"9,835",245,-2.43%,0,197,"2,000",0.00,602,N/A,N/A,
1278,메리츠 인버스 2X 구리 선물 ETN(H),"19,670",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1279,하나 레버리지 구리 선물 ETN(H),"19,670",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1280,메리츠 레버리지 구리 선물 ETN(H),"19,665",0,0.00%,0,197,"1,000",0.00,0,N/A,N/A,
1281,QV 인버스 레버리지 구리 선물 ETN(H),"19,645",0,0.00%,0,196,"1,000",0.00,0,N/A,N/A,
1282,KOSEF 코스피100,"29,610",250,-0.84%,0,195,660,0.00,73,N/A,N/A,
1283,미래에셋 코스닥150 Auto-KO-C 2212-01 ETN,"9,755",465,-4.55%,0,195,"2,000",0.00,88,N/A,N/A,
1284,KB 인버스 천연가스 선물 ETN,"12,955","1,025",-7.33%,0,194,"1,500",0.00,"16,200",N/A,N/A,
1285,신한 코스닥 150 ETN,"9,710",140,-1.42%,0,194,"2,000",0.00,"2,656",N/A,N/A,
1286,대한제당우,"2,995",60,-1.96%,500,194,"6,483",2.60,"34,848",9.92,N/A,
